ObstacleID, Description    , Elevation at top of Obstacle (m), Easting NZTM, Northing NZTM, Latitude        , Longitude        , Date Surveyed, Source    , Surveyor
NZRO20390 , TREE           ,                           353.02,   1889776.64,    5773505.57, 38 08 23.32017 S, 176 18 22.91858 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20391 , TREE           ,                           354.07,   1889771.66,    5773521.96, 38 08 22.79483 S, 176 18 22.69039 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20392 , TREE           ,                           355.97,   1889810.67,    5773511.24, 38 08 23.09715 S, 176 18 24.30600 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20393 , TREE           ,                           350.14,   1889827.02,    5773532   , 38 08 22.40583 S, 176 18 24.94618 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20394 , TREE           ,                           350.05,   1889814.51,    5773552.23, 38 08 21.76498 S, 176 18 24.40363 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20395 , TREE           ,                           347.48,   1889769.98,    5773536.36, 38 08 22.33030 S, 176 18 22.60058 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20396 , TREE           ,                           349.67,   1889801.06,    5773556.75, 38 08 21.63395 S, 176 18 23.84555 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20397 , TREE           ,                           351.19,   1889803.91,    5773529.82, 38 08 22.50297 S, 176 18 24.00147 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20398 , TREE           ,                           341.86,   1889447.9 ,    5773647.85, 38 08 19.09097 S, 176 18 09.22798 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20399 , TREE           ,                           342.3 ,   1889444.44,    5773645.47, 38 08 19.17224 S, 176 18 09.08985 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20400 , TREE           ,                           342.85,   1889444.6 ,    5773641.76, 38 08 19.29200 S, 176 18 09.10171 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20401 , TREE           ,                           343.41,   1889440.95,    5773635.79, 38 08 19.48979 S, 176 18 08.96058 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20402 , TREE           ,                           342.15,   1889438.47,    5773629.67, 38 08 19.69086 S, 176 18 08.86793 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20403 , TREE           ,                           343.71,   1889438.37,    5773626.67, 38 08 19.78824 S, 176 18 08.86826 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20404 , TREE           ,                           342.14,   1889436.26,    5773622.85, 38 08 19.91432 S, 176 18 08.78735 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20405 , TREE           ,                           341.18,   1889533.14,    5773599.64, 38 08 20.55438 S, 176 18 12.79463 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20406 , TREE           ,                           339.06,   1889529.79,    5773597.88, 38 08 20.61507 S, 176 18 12.65948 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20407 , TREE           ,                           342.54,   1889532.29,    5773638.5 , 38 08 19.29659 S, 176 18 12.70300 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20408 , TREE           ,                           346.25,   1889698.32,    5773602.74, 38 08 20.26309 S, 176 18 19.56429 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20409 , TREE           ,                           339.25,   1889521.24,    5773643.6 , 38 08 19.14402 S, 176 18 12.24218 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20410 , TREE           ,                           339.82,   1889554.14,    5773611.18, 38 08 20.15617 S, 176 18 13.63890 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20411 , TREE           ,                           344.68,   1889610.66,    5774011.19, 38 08 07.13393 S, 176 18 15.37193 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20412 , TREE           ,                           343.94,   1889637.44,    5774026.24, 38 08 06.61551 S, 176 18 16.44827 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20413 , TREE           ,                           344.77,   1889654.51,    5774037.03, 38 08 06.24623 S, 176 18 17.13246 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20414 , TREE           ,                           337.29,   1889644.34,    5773937.35, 38 08 09.48693 S, 176 18 16.86119 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20415 , TREE           ,                           344.34,   1889606.57,    5774009.63, 38 08 07.18932 S, 176 18 15.20636 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20416 , TREE           ,                           309.95,   1889903.8 ,    5775184.9 , 38 07 28.77712 S, 176 18 25.67642 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20417 , TREE           ,                           309.65,   1889896.15,    5775203.08, 38 07 28.19701 S, 176 18 25.33634 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20418 , TREE           ,                           304.62,   1889950.19,    5775162.07, 38 07 29.46278 S, 176 18 27.61189 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20419 , TREE           ,                           303.83,   1889952.88,    5775158.24, 38 07 29.58383 S, 176 18 27.72792 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20420 , TREE           ,                           305.19,   1889927.9 ,    5775174.56, 38 07 29.08407 S, 176 18 26.67959 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20421 , TREE           ,                           303.24,   1889923.35,    5775164.82, 38 07 29.40465 S, 176 18 26.50763 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20422 , TREE           ,                           303.47,   1889946.01,    5775164.09, 38 07 29.40221 S, 176 18 27.43766 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20423 , TREE           ,                           301.06,   1889928.65,    5775161.31, 38 07 29.51233 S, 176 18 26.72972 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20424 , TREE           ,                           293.36,   1890106.28,    5775780.96, 38 07 09.23564 S, 176 18 33.10662 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20425 , TREE           ,                           291.47,   1890168.97,    5775723.73, 38 07 11.01675 S, 176 18 35.76093 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20426 , TREE           ,                           305.65,   1891443.08,    5777946.75, 38 05 57.53421 S, 176 19 24.73415 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20427 , TREE           ,                           344.19,   1889378.5 ,    5773616.78, 38 08 20.17754 S, 176 18 06.42719 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20428 , TREE           ,                           333.41,   1889352.47,    5773649.85, 38 08 19.13649 S, 176 18 05.31115 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20429 , TREE           ,                           334.99,   1889325.65,    5773645.89, 38 08 19.29560 S, 176 18 04.21718 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20430 , TREE           ,                           336.41,   1889267.59,    5773688.49, 38 08 17.98260 S, 176 18 01.77384 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20431 , TREE           ,                           337.57,   1889203.1 ,    5773627.26, 38 08 20.04040 S, 176 17 59.21828 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20432 , TREE           ,                           335.05,   1889053.17,    5773316.44, 38 08 30.28133 S, 176 17 53.52291 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20433 , TREE           ,                           305.36,   1889812.65,    5775035.94, 38 07 33.70732 S, 176 18 22.15673 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20434 , TREE           ,                           307.11,   1889899.59,    5775189.77, 38 07 28.62395 S, 176 18 25.49649 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20435 , TREE           ,                           302.16,   1889943.01,    5775169.1 , 38 07 29.24360 S, 176 18 27.30716 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20436 , TREE           ,                           291.46,   1890227.84,    5775807.53, 38 07 08.23452 S, 176 18 38.05185 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20437 , TREE           ,                           291.26,   1890264.07,    5775839.25, 38 07 07.16493 S, 176 18 39.49095 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20438 , TREE           ,                           289.9 ,   1890304.72,    5775812.18, 38 07 07.99478 S, 176 18 41.19700 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20439 , TREE           ,                           289.63,   1890366.67,    5775816.84, 38 07 07.77225 S, 176 18 43.73045 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20440 , TREE           ,                           290.92,   1890324.13,    5775780.22, 38 07 09.00761 S, 176 18 42.03985 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20441 , TREE           ,                           290.12,   1890255.04,    5775786.07, 38 07 08.89805 S, 176 18 39.19850 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20442 , TREE           ,                           289.12,   1890366.42,    5775867.67, 38 07 06.12598 S, 176 18 43.64566 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20443 , TREE           ,                           288.92,   1890183.05,    5776158.83, 38 06 56.90715 S, 176 18 35.70124 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20444 , TREE           ,                           296.2 ,   1889918.62,    5775981.23, 38 07 02.96543 S, 176 18 25.11939 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20445 , TREE           ,                           296.2 ,   1889920.49,    5776006.97, 38 07 02.12951 S, 176 18 25.15841 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20446 , TREE           ,                           295.61,   1889933.66,    5776049.45, 38 07 00.73830 S, 176 18 25.63627 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20447 , TREE           ,                           290.03,   1890031.99,    5776101.86, 38 06 58.92693 S, 176 18 29.59114 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20448 , TREE           ,                           290.67,   1889996.76,    5776065.04, 38 07 00.16040 S, 176 18 28.20057 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20449 , TREE           ,                           293.2 ,   1890005.86,    5776082.25, 38 06 59.59242 S, 176 18 28.54850 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20450 , TREE           ,                           291.02,   1890007.33,    5776054.26, 38 07 00.49750 S, 176 18 28.64960 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20451 , TREE           ,                           290.27,   1890078.82,    5776074.35, 38 06 59.76399 S, 176 18 31.55142 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20452 , TREE           ,                           288.88,   1890108.16,    5776100.96, 38 06 58.86800 S, 176 18 32.71550 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20453 , TREE           ,                           288.9 ,   1890149.76,    5776178.89, 38 06 56.29586 S, 176 18 34.30705 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20454 , TREE           ,                           288.05,   1890178.66,    5776186.03, 38 06 56.03120 S, 176 18 35.48153 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20455 , TREE           ,                           288.18,   1890171.65,    5776187.79, 38 06 55.98234 S, 176 18 35.19130 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20456 , TREE           ,                           287.33,   1890154.25,    5776198.74, 38 06 55.64777 S, 176 18 34.46201 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20457 , TREE           ,                           295.8 ,   1890319.29,    5775798.47, 38 07 08.42210 S, 176 18 41.81472 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20458 , TREE           ,                           289.33,   1890268.25,    5775814.21, 38 07 07.97131 S, 176 18 39.69893 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20459 , TREE           ,                           290.4 ,   1890321.6 ,    5775724.13, 38 07 10.82738 S, 176 18 42.01826 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20460 , TREE           ,                           290.43,   1890328.69,    5775738.96, 38 07 10.33897 S, 176 18 42.28725 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20461 , TREE           ,                           286.11,   1891106.85,    5777966.95, 38 05 57.26985 S, 176 19 10.92271 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20462 , TREE           ,                           287.24,   1891167.13,    5777968.41, 38 05 57.15258 S, 176 19 13.39110 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20463 , TREE           ,                           286.9 ,   1891169.79,    5777972.64, 38 05 57.01248 S, 176 19 13.49405 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20464 , TREE           ,                           288.37,   1891183.95,    5777992.51, 38 05 56.35260 S, 176 19 14.04556 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20465 , TREE           ,                           290.94,   1891217.03,    5778047.61, 38 05 54.52955 S, 176 19 15.32039 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20466 , TREE           ,                           289.72,   1891210.51,    5778043.47, 38 05 54.67109 S, 176 19 15.05909 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20467 , TREE           ,                           289.76,   1891198.99,    5778054.35, 38 05 54.33192 S, 176 19 14.57129 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20468 , TREE           ,                           291.64,   1891208.7 ,    5778065.99, 38 05 53.94370 S, 176 19 14.95213 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20469 , TREE           ,                           291.73,   1891343.65,    5777924.92, 38 05 58.35665 S, 176 19 20.69080 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20470 , TREE           ,                           288.05,   1891343.44,    5777933.4 , 38 05 58.08222 S, 176 19 20.66957 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20471 , TREE           ,                           288.37,   1891327.36,    5777902.57, 38 05 59.09957 S, 176 19 20.05572 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20472 , TREE           ,                           296.56,   1891329.13,    5777862.11, 38 06 00.40806 S, 176 19 20.18784 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20473 , TREE           ,                           295.95,   1891336.3 ,    5777869.21, 38 06 00.16964 S, 176 19 20.47099 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20474 , TREE           ,                           298.43,   1891462.19,    5777939.35, 38 05 57.75185 S, 176 19 25.52834 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20475 , TREE           ,                           296.59,   1891317.44,    5777852.51, 38 06 00.73268 S, 176 19 19.72269 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20476 , TREE           ,                           293.83,   1891414.71,    5777991   , 38 05 56.13395 S, 176 19 23.50629 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20477 , TREE           ,                           295.15,   1891424.95,    5777987.48, 38 05 56.23586 S, 176 19 23.93127 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20478 , TREE           ,                           304.03,   1891427.9 ,    5777920.08, 38 05 58.41576 S, 176 19 24.15127 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20479 , TREE           ,                           303.65,   1891448.78,    5777901.96, 38 05 58.97830 S, 176 19 25.03354 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20480 , TREE           ,                           303.71,   1891431.36,    5777900.64, 38 05 59.04123 S, 176 19 24.32172 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20481 , TREE           ,                           288.74,   1891269.67,    5778126.61, 38 05 51.90942 S, 176 19 17.36235 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20482 , TREE           ,                           287.57,   1891264   ,    5778103.89, 38 05 52.65194 S, 176 19 17.16301 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20483 , TREE           ,                           287.38,   1891297.04,    5778103.13, 38 05 52.63845 S, 176 19 18.51870 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20484 , TREE           ,                           289.35,   1891407.1 ,    5778073.22, 38 05 53.47935 S, 176 19 23.07361 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20485 , TREE           ,                           313.08,   1891383.79,    5777818.99, 38 06 01.74119 S, 176 19 22.49144 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20486 , TREE           ,                           312.88,   1891383.23,    5777813.04, 38 06 01.93482 S, 176 19 22.47723 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20487 , TREE           ,                           313.6 ,   1891391.12,    5777817.72, 38 06 01.77382 S, 176 19 22.79368 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20488 , TREE           ,                           315.08,   1891396.95,    5777810.93, 38 06 01.98698 S, 176 19 23.04291 E, 24/09/2024   , LiDAR-2024, blackmaps
NZRO20489 , TREE           ,                           312.44,   1891388.68,    5777810.25, 38 06 02.01880 S, 176 19 22.70485 E, 24/09/2024   , LiDAR-2024, blackmaps
